Arrival Date,Arrivals (Metric Tonnes),Variety,Minimum Price (Rs./Quintal),Maximum Price (Rs./Quintal),Modal Price (Rs./Quintal)
01/05/2024,4372.0,Other,2275.0,2275.0,2275.0
02/05/2024,3243.0,Other,2275.0,2275.0,2275.0
03/05/2024,3127.0,Other,2275.0,2275.0,2275.0
04/05/2024,1729.0,Other,2275.0,2275.0,2275.0
05/05/2024,807.0,Other,2275.0,2275.0,2275.0
06/05/2024,822.0,Other,2275.0,2275.0,2275.0
07/05/2024,799.0,Other,2275.0,2275.0,2275.0
08/05/2024,31.0,Other,2275.0,2275.0,2275.0
09/05/2024,872.0,Other,2275.0,2275.0,2275.0
10/05/2024,174.0,Other,2275.0,2275.0,2275.0
11/05/2024,215.0,Other,2275.0,2275.0,2275.0
13/05/2024,140.0,Other,2275.0,2275.0,2275.0
Market Name : Firozepur City APMC
01/05/2024,25200.0,147 Average,2275.0,2275.0,2275.0
02/05/2024,26550.0,147 Average,2275.0,2275.0,2275.0
03/05/2024,10700.0,147 Average,2275.0,2275.0,2275.0
04/05/2024,23400.0,147 Average,2275.0,2275.0,2275.0
05/05/2024,13000.0,147 Average,2275.0,2275.0,2275.0
06/05/2024,10900.0,147 Average,2275.0,2275.0,2275.0
10/05/2024,1000.0,147 Average,2275.0,2275.0,2275.0
16/05/2024,6250.0,147 Average,2275.0,2275.0,2275.0
Market Name : Garh Shankar APMC
02/05/2024,479.6,Other,2275.0,2275.0,2275.0
04/05/2024,347.0,Other,2275.0,2275.0,2275.0
05/05/2024,268.8,Other,2275.0,2275.0,2275.0
06/05/2024,312.7,Other,2275.0,2275.0,2275.0
11/05/2024,53.3,Other,2275.0,2275.0,2275.0
Market Name : GarhShankar (Kotfatuhi) APMC
01/05/2024,175.0,Medium,2275.0,2275.0,2275.0
02/05/2024,595.0,Medium,2275.0,2275.0,2275.0
03/05/2024,33.0,Medium,2275.0,2275.0,2275.0
04/05/2024,213.0,Medium,2275.0,2275.0,2275.0
05/05/2024,31.0,Medium,2275.0,2275.0,2275.0
06/05/2024,115.0,Medium,2275.0,2275.0,2275.0
08/05/2024,41.0,Medium,2275.0,2275.0,2275.0
11/05/2024,400.0,Medium,2275.0,2275.0,2275.0
Market Name : Garhshankar(Saila Khurd) APMC
01/05/2024,162.0,Medium,2275.0,2275.0,2275.0
02/05/2024,108.0,Medium,2275.0,2275.0,2275.0
03/05/2024,291.0,Medium,2275.0,2275.0,2275.0
04/05/2024,1425.0,Medium,2275.0,2285.0,2275.0
05/05/2024,642.0,Medium,2275.0,2275.0,2275.0
06/05/2024,560.0,Medium,2275.0,2275.0,2275.0
09/05/2024,514.0,Medium,2275.0,2275.0,2275.0
13/05/2024,74.0,Medium,2275.0,2275.0,2275.0
14/05/2024,15.0,Medium,2275.0,2275.0,2275.0
15/05/2024,272.0,Medium,2275.0,2275.0,2275.0
16/05/2024,55.0,Medium,2275.0,2275.0,2275.0
17/05/2024,14.0,Medium,2275.0,2275.0,2275.0
18/05/2024,14.0,Medium,2275.0,2275.0,2275.0
19/05/2024,1.0,Medium,2275.0,2275.0,2275.0
21/05/2024,52.0,Medium,2275.0,2275.0,2275.0
Market Name : Gehri(Jandiala mandi) APMC
03/05/2024,4285.0,Other,2275.0,2280.0,2275.0
04/05/2024,4075.0,Other,2275.0,2275.0,2275.0
05/05/2024,2264.0,Other,2275.0,2280.0,2275.0
10/05/2024,567.0,Other,2275.0,2280.0,2275.0
11/05/2024,803.0,Other,2275.0,2280.0,2275.0
13/05/2024,309.0,Other,2275.0,2275.0,2275.0
14/05/2024,309.0,Other,2275.0,2275.0,2275.0
15/05/2024,489.0,Other,2275.0,2280.0,2275.0
16/05/2024,443.0,Other,2275.0,2280.0,2275.0
17/05/2024,489.0,Other,2275.0,2280.0,2275.0
18/05/2024,135.0,Other,2275.0,2280.0,2275.0
19/05/2024,483.0,Other,2275.0,2280.0,2275.0
20/05/2024,167.0,Other,2275.0,2280.0,2275.0
21/05/2024,225.0,Other,2275.0,2280.0,2275.0
23/05/2024,48.0,Other,2275.0,2275.0,2275.0
26/05/2024,25.0,Other,2275.0,2275.0,2275.0
Market Name : Guru Har Sahai APMC
01/05/2024,5978.0,Medium,2275.0,2275.0,2275.0
02/05/2024,1692.0,Medium,2275.0,2275.0,2275.0
03/05/2024,1110.0,Medium,2275.0,2275.0,2275.0
04/05/2024,1645.5,Medium,2275.0,2275.0,2275.0
05/05/2024,2684.3,Medium,2275.0,2275.0,2275.0
06/05/2024,1401.3,Medium,2275.0,2275.0,2275.0
07/05/2024,751.2,Medium,2275.0,2275.0,2275.0
08/05/2024,273.2,Medium,2275.0,2275.0,2275.0
09/05/2024,946.2,Medium,2275.0,2275.0,2275.0
10/05/2024,349.1,Medium,2275.0,2275.0,2275.0
13/05/2024,969.1,Medium,2275.0,2275.0,2275.0
Market Name : Hathur APMC
01/05/2024,2722.0,Other,2275.0,2275.0,2275.0
02/05/2024,1995.0,Other,2275.0,2275.0,2275.0
03/05/2024,799.0,Other,2275.0,2275.0,2275.0
04/05/2024,250.0,Other,2275.0,2275.0,2275.0
05/05/2024,471.0,Other,2275.0,2275.0,2275.0
06/05/2024,177.0,Other,2275.0,2275.0,2275.0
07/05/2024,86.0,Other,2275.0,2275.0,2275.0
08/05/2024,133.0,Other,2275.0,2275.0,2275.0
09/05/2024,41.0,Other,2275.0,2275.0,2275.0
10/05/2024,67.0,Other,2275.0,2275.0,2275.0
11/05/2024,31.0,Other,2275.0,2275.0,2275.0
12/05/2024,79.0,Other,2275.0,2275.0,2275.0
15/05/2024,20.0,Other,2275.0,2275.0,2275.0
Market Name : Jaitu APMC
01/05/2024,1630.0,Local,2275.0,2275.0,2275.0
02/05/2024,2650.0,Local,2275.0,2275.0,2275.0
03/05/2024,480.0,Local,2275.0,2275.0,2275.0
04/05/2024,760.0,Local,2275.0,2275.0,2275.0
06/05/2024,480.0,Local,2275.0,2275.0,2275.0
07/05/2024,300.0,Local,2275.0,2275.0,2275.0
08/05/2024,75.0,Local,2275.0,2275.0,2275.0
09/05/2024,355.0,Local,2275.0,2275.0,2275.0
10/05/2024,210.0,Local,2275.0,2275.0,2275.0
11/05/2024,250.0,Local,2275.0,2275.0,2275.0
13/05/2024,146.0,Local,2275.0,2275.0,2275.0
14/05/2024,16.0,Local,2275.0,2275.0,2275.0
15/05/2024,80.0,Local,2275.0,2275.0,2275.0
16/05/2024,83.0,Local,2275.0,2275.0,2275.0
18/05/2024,25.0,Local,2775.0,2775.0,2775.0
22/05/2024,50.0,Local,2275.0,2275.0,2275.0
Market Name : Jaitu(Bajakhana) APMC
01/05/2024,400.0,Other,2275.0,2275.0,2275.0
02/05/2024,250.0,Other,2275.0,2275.0,2275.0
03/05/2024,150.0,Other,2275.0,2275.0,2275.0
04/05/2024,250.0,Other,2275.0,2275.0,2275.0
05/05/2024,50.0,Other,2275.0,2275.0,2275.0
08/05/2024,140.0,Other,2275.0,2275.0,2275.0
10/05/2024,75.0,Other,2275.0,2275.0,2275.0
14/05/2024,35.0,Other,2275.0,2275.0,2275.0
Market Name : Jalalabad APMC
01/05/2024,10463.0,Other,2275.0,2280.0,2275.0
02/05/2024,3979.0,Other,2275.0,2280.0,2275.0
03/05/2024,4324.0,Other,2275.0,2280.0,2275.0
04/05/2024,3436.0,Other,2275.0,2280.0,2275.0
05/05/2024,1820.0,Other,2275.0,2275.0,2275.0
06/05/2024,1385.0,Other,2275.0,2280.0,2275.0
07/05/2024,1851.0,Other,2275.0,2275.0,2275.0
08/05/2024,621.0,Other,2275.0,2280.0,2275.0
09/05/2024,854.0,Other,2275.0,2275.0,2275.0
10/05/2024,1054.0,Other,2275.0,2275.0,2275.0
11/05/2024,153.0,Other,2275.0,2275.0,2275.0
12/05/2024,348.0,Other,2275.0,2275.0,2275.0
13/05/2024,336.0,Other,2275.0,2275.0,2275.0
14/05/2024,605.0,Other,2275.0,2275.0,2275.0
16/05/2024,282.0,Other,2275.0,2275.0,2275.0
17/05/2024,141.0,Other,2275.0,2280.0,2275.0
18/05/2024,52.0,Other,2275.0,2275.0,2275.0
20/05/2024,137.0,Other,2275.0,2275.0,2275.0
21/05/2024,74.0,Other,2275.0,2275.0,2275.0
22/05/2024,9.0,Other,2275.0,2275.0,2275.0
24/05/2024,20.0,Other,2275.0,2275.0,2275.0
27/05/2024,11.0,Other,2275.0,2275.0,2275.0
28/05/2024,11.0,Other,2275.0,2275.0,2275.0
30/05/2024,159.0,Other,2275.0,2275.0,2275.0
Market Name : Jalandhar City APMC
01/05/2024,339.6,Other,2275.0,2280.0,2275.0
02/05/2024,495.5,Other,2275.0,2400.0,2275.0
03/05/2024,592.6,Other,2275.0,2400.0,2275.0
04/05/2024,446.9,Other,2275.0,2275.0,2275.0
07/05/2024,209.5,Other,2275.0,2400.0,2275.0
08/05/2024,111.0,Other,2275.0,2275.0,2275.0
09/05/2024,78.9,Other,2275.0,2275.0,2275.0
10/05/2024,65.5,Other,2275.0,2400.0,2275.0
11/05/2024,27.9,Other,2275.0,2400.0,2275.0
12/05/2024,14.7,Other,2275.0,2400.0,2275.0
13/05/2024,108.0,Other,2275.0,2400.0,2275.0
14/05/2024,100.7,Other,2275.0,2400.0,2280.0
17/05/2024,37.6,Other,2275.0,2280.0,2275.0
22/05/2024,30.9,Other,2275.0,2280.0,2275.0
Market Name : Jalandhar City(Faintan Ganj) APMC
01/05/2024,1.5,Other,2285.0,2285.0,2285.0
02/05/2024,2.4,Other,2275.0,2275.0,2275.0
08/05/2024,81.6,Other,2275.0,2275.0,2275.0
11/05/2024,51.3,Other,2275.0,2280.0,2275.0
13/05/2024,50.2,Other,2280.0,2280.0,2280.0
15/05/2024,51.8,Other,2275.0,2280.0,2280.0
20/05/2024,56.9,Other,2275.0,2280.0,2275.0
23/05/2024,76.3,Other,2275.0,2280.0,2275.0
24/05/2024,38.1,Other,2275.0,2280.0,2275.0
Market Name : Jalandhar City(Kartar Pur Dana mandi) APMC
02/05/2024,375.5,Other,2275.0,2275.0,2275.0
03/05/2024,442.9,Other,2275.0,2275.0,2275.0
04/05/2024,264.2,Other,2275.0,2275.0,2275.0
07/05/2024,116.1,Other,2275.0,2285.0,2275.0
08/05/2024,116.4,Other,2275.0,2275.0,2275.0
09/05/2024,29.5,Other,2275.0,2280.0,2275.0
10/05/2024,19.2,Other,2275.0,2280.0,2275.0
11/05/2024,39.4,Other,2275.0,2280.0,2275.0
12/05/2024,50.7,Other,2275.0,2280.0,2275.0
13/05/2024,33.3,Other,2275.0,2280.0,2275.0
14/05/2024,79.8,Other,2275.0,2280.0,2275.0
16/05/2024,103.9,Other,2275.0,2280.0,2275.0
20/05/2024,21.7,Other,2275.0,2280.0,2275.0
Market Name : Kahnuwan APMC
01/05/2024,3674.0,147 Average,2275.0,2275.0,2275.0
02/05/2024,2156.0,147 Average,2275.0,2275.0,2275.0
03/05/2024,2339.0,147 Average,2275.0,2275.0,2275.0
04/05/2024,1658.0,147 Average,2275.0,2275.0,2275.0
05/05/2024,748.0,147 Average,2275.0,2275.0,2275.0
06/05/2024,1021.0,147 Average,2275.0,2275.0,2275.0
07/05/2024,1238.0,147 Average,2275.0,2275.0,2275.0
08/05/2024,805.0,147 Average,2275.0,2275.0,2275.0
09/05/2024,550.0,147 Average,2275.0,2275.0,2275.0
10/05/2024,806.0,147 Average,2275.0,2275.0,2275.0
11/05/2024,281.0,147 Average,2275.0,2275.0,2275.0
12/05/2024,190.0,147 Average,2275.0,2275.0,2275.0
13/05/2024,87.0,147 Average,2275.0,2275.0,2275.0
14/05/2024,412.0,147 Average,2275.0,2275.0,2275.0
15/05/2024,261.0,147 Average,2275.0,2275.0,2275.0
16/05/2024,152.0,147 Average,2275.0,2275.0,2275.0
17/05/2024,55.0,147 Average,2275.0,2275.0,2275.0
18/05/2024,74.0,147 Average,2275.0,2275.0,2275.0
19/05/2024,91.0,147 Average,2275.0,2275.0,2275.0
20/05/2024,111.0,147 Average,2275.0,2275.0,2275.0
21/05/2024,15.0,147 Average,2275.0,2275.0,2275.0
22/05/2024,100.0,147 Average,2275.0,2275.0,2275.0
23/05/2024,79.0,147 Average,2275.0,2275.0,2275.0
25/05/2024,23.0,147 Average,2275.0,2275.0,2275.0
27/05/2024,33.0,147 Average,2275.0,2275.0,2275.0
28/05/2024,48.4,147 Average,2275.0,2275.0,2275.0
29/05/2024,35.25,147 Average,2275.0,2275.0,2275.0
Market Name : Khadur Sahib APMC
03/05/2024,2269.0,Other,2275.0,2275.0,2275.0
05/05/2024,331.0,Other,2275.0,2275.0,2275.0
06/05/2024,1225.0,Other,2275.0,2275.0,2275.0
08/05/2024,1721.0,Other,2275.0,2275.0,2275.0
09/05/2024,721.0,Other,2275.0,2275.0,2275.0
10/05/2024,595.0,Other,2275.0,2275.0,2275.0
11/05/2024,440.0,Other,2275.0,2275.0,2275.0
12/05/2024,56.0,Other,2275.0,2275.0,2275.0
13/05/2024,563.0,Other,2275.0,2275.0,2275.0
21/05/2024,158.0,Other,2275.0,2275.0,2275.0
23/05/2024,159.0,Other,2275.0,2275.0,2275.0
Market Name : Kharar APMC
01/05/2024,513.2,White,2275.0,2280.0,2275.0
02/05/2024,260.6,White,2275.0,2280.0,2275.0
03/05/2024,171.6,White,2275.0,2275.0,2275.0
04/05/2024,114.0,White,2275.0,2275.0,2275.0
05/05/2024,100.3,White,2275.0,2275.0,2275.0
06/05/2024,43.5,White,2275.0,2275.0,2275.0
07/05/2024,114.8,White,2275.0,2282.0,2275.0
08/05/2024,145.1,White,2275.0,2285.0,2275.0
09/05/2024,28.5,White,2275.0,2275.0,2275.0
12/05/2024,31.1,White,2275.0,2275.0,2275.0
13/05/2024,30.5,White,2275.0,2275.0,2275.0
14/05/2024,24.3,White,2275.0,2275.0,2275.0
15/05/2024,9.9,White,2275.0,2275.0,2275.0
Market Name : Khem karan APMC
01/05/2024,300.0,Other,2275.0,2275.0,2275.0
02/05/2024,574.0,Other,2275.0,2275.0,2275.0
03/05/2024,300.0,Other,2275.0,2275.0,2275.0
04/05/2024,1688.0,Other,2275.0,2275.0,2275.0
06/05/2024,100.0,Other,2275.0,2275.0,2275.0
07/05/2024,142.0,Other,2275.0,2275.0,2275.0
10/05/2024,100.0,Other,2275.0,2275.0,2275.0
11/05/2024,35.0,Other,2275.0,2275.0,2275.0
17/05/2024,106.0,Other,2275.0,2275.0,2275.0
20/05/2024,146.0,Other,2275.0,2275.0,2275.0
22/05/2024,28.0,Other,2275.0,2275.0,2275.0
30/05/2024,177.0,Other,2275.0,2275.0,2275.0
Market Name : Kot ise Khan APMC
01/05/2024,3945.75,Other,2275.0,2277.0,2276.0
02/05/2024,3957.55,Other,2275.0,2277.0,2276.0
03/05/2024,4487.9,Other,2275.0,2277.0,2276.0
04/05/2024,2373.25,Other,2275.0,2277.0,2276.0
05/05/2024,5095.3,Other,2275.0,2277.0,2276.0
06/05/2024,1560.15,Other,2275.0,2277.0,2276.0
07/05/2024,793.25,Other,2275.0,2277.0,2276.0
08/05/2024,1262.35,Other,2275.0,2277.0,2276.0
09/05/2024,411.6,Other,2275.0,2277.0,2276.0
10/05/2024,279.05,Other,2275.0,2277.0,2276.0
11/05/2024,173.45,Other,2275.0,2277.0,2276.0
13/05/2024,74.5,Other,2275.0,2277.0,2276.0
14/05/2024,183.95,Other,2275.0,2277.0,2276.0
15/05/2024,79.65,Other,2275.0,2277.0,2276.0
16/05/2024,71.95,Other,2275.0,2277.0,2276.0
17/05/2024,55.0,Other,2275.0,2277.0,2276.0
18/05/2024,26.0,Other,2275.0,2277.0,2276.0
19/05/2024,5.0,Other,2275.0,2277.0,2276.0
21/05/2024,37.0,Other,2275.0,2277.0,2276.0
22/05/2024,22.0,Other,2275.0,2277.0,2276.0
23/05/2024,24.25,Other,2275.0,2277.0,2276.0
24/05/2024,11.15,Other,2275.0,2277.0,2276.0
Market Name : Kotkapura APMC
01/05/2024,11429.0,Local,2275.0,2280.0,2275.0
02/05/2024,9019.0,Local,2275.0,2280.0,2275.0
03/05/2024,9145.0,Local,2275.0,2280.0,2275.0
04/05/2024,3605.0,Local,2275.0,2280.0,2275.0
05/05/2024,2263.0,Local,2275.0,2280.0,2275.0
06/05/2024,296.0,Local,2275.0,2275.0,2275.0
07/05/2024,1762.0,Local,2275.0,2275.0,2275.0
10/05/2024,369.0,Local,2275.0,2275.0,2275.0
11/05/2024,517.0,Local,2275.0,2275.0,2275.0
12/05/2024,369.0,Local,2275.0,2275.0,2275.0
13/05/2024,379.0,Local,2275.0,2275.0,2275.0
14/05/2024,280.0,Local,2275.0,2275.0,2275.0
Market Name : Kurali APMC
03/05/2024,492.0,Other,2275.0,2280.0,2275.0
04/05/2024,230.0,Other,2275.0,2280.0,2275.0
05/05/2024,415.0,Other,2275.0,2280.0,2275.0
06/05/2024,391.0,Other,2275.0,2280.0,2275.0
07/05/2024,226.0,Other,2275.0,2280.0,2275.0
08/05/2024,156.0,Other,2275.0,2275.0,2275.0
09/05/2024,124.0,Other,2275.0,2275.0,2275.0
10/05/2024,161.0,Other,2275.0,2275.0,2275.0
11/05/2024,50.0,Other,2275.0,2275.0,2275.0
12/05/2024,25.0,Other,2275.0,2275.0,2275.0
13/05/2024,12.0,Other,2275.0,2275.0,2275.0
14/05/2024,24.0,Other,2275.0,2275.0,2275.0
23/05/2024,2.5,Other,2280.0,2280.0,2280.0
Market Name : Majitha APMC
01/05/2024,5370.0,Other,2275.0,2280.0,2275.0
02/05/2024,427.0,Other,2275.0,2275.0,2275.0
03/05/2024,2693.0,Other,2275.0,2275.0,2275.0
04/05/2024,2126.0,Other,2275.0,2280.0,2275.0
05/05/2024,600.0,Other,2275.0,2275.0,2275.0
06/05/2024,50.0,Other,2275.0,2275.0,2275.0
07/05/2024,1973.0,Other,2275.0,2275.0,2275.0
08/05/2024,625.0,Other,2275.0,2275.0,2275.0
09/05/2024,700.0,Other,2275.0,2275.0,2275.0
10/05/2024,798.0,Other,2275.0,2275.0,2275.0
11/05/2024,433.0,Other,2275.0,2275.0,2275.0
13/05/2024,173.0,Other,2275.0,2280.0,2275.0
14/05/2024,775.0,Other,2275.0,2275.0,2275.0
15/05/2024,169.0,Other,2275.0,2275.0,2275.0
16/05/2024,1132.0,Other,2275.0,2275.0,2275.0
17/05/2024,458.0,Other,2275.0,2280.0,2275.0
18/05/2024,516.0,Other,2275.0,2275.0,2275.0
19/05/2024,147.0,Other,2275.0,2275.0,2275.0
20/05/2024,42.0,Other,2275.0,2275.0,2275.0
22/05/2024,195.0,Other,2275.0,2275.0,2275.0
23/05/2024,109.0,Other,2275.0,2275.0,2275.0
24/05/2024,208.0,Other,2275.0,2275.0,2275.0
25/05/2024,122.0,Other,2275.0,2275.0,2275.0
27/05/2024,127.0,Other,2275.0,2275.0,2275.0
28/05/2024,110.0,Other,2275.0,2275.0,2275.0
29/05/2024,255.0,Other,2275.0,2275.0,2275.0
30/05/2024,157.0,Other,2275.0,2275.0,2275.0
Market Name : Mallanwala (KhosaDalSinghwala) APMC
01/05/2024,20.0,Other,2275.0,2275.0,2275.0
02/05/2024,40.0,Other,2275.0,2275.0,2275.0
05/05/2024,100.0,Other,2275.0,2275.0,2275.0
Market Name : Mallanwala APMC
01/05/2024,1630.0,Other,2275.0,2275.0,2275.0
02/05/2024,1990.0,Other,2275.0,2275.0,2275.0
03/05/2024,1630.0,Other,2275.0,2275.0,2275.0
04/05/2024,1427.0,Other,2275.0,2275.0,2275.0
05/05/2024,640.0,Other,2275.0,2275.0,2275.0
06/05/2024,530.0,Other,2275.0,2275.0,2275.0
08/05/2024,400.0,Other,2275.0,2275.0,2275.0
09/05/2024,269.0,Other,2275.0,2275.0,2275.0
10/05/2024,369.0,Other,2275.0,2275.0,2275.0
11/05/2024,78.0,Other,2275.0,2275.0,2275.0
12/05/2024,19.0,Other,2275.0,2275.0,2275.0
Market Name : Maloud APMC
01/05/2024,1911.0,Other,2275.0,2275.0,2275.0
02/05/2024,186.0,Other,2275.0,2275.0,2275.0
03/05/2024,1267.0,Other,2275.0,2275.0,2275.0
15/05/2024,256.0,Other,2275.0,2275.0,2275.0
Market Name : Malout (Kilianwali) APMC
01/05/2024,270.0,Other,2275.0,2275.0,2275.0
02/05/2024,1595.0,Other,2275.0,2275.0,2275.0
03/05/2024,2000.0,Other,2275.0,2275.0,2275.0
04/05/2024,1187.0,Other,2275.0,2275.0,2275.0
06/05/2024,1334.0,Other,2275.0,2275.0,2275.0
07/05/2024,1480.0,Other,2275.0,2275.0,2275.0
08/05/2024,775.0,Other,2275.0,2278.0,2275.0
Market Name : Malout (Panniwala) APMC
01/05/2024,630.0,Other,2275.0,2275.0,2275.0
02/05/2024,1500.0,Other,2275.0,2275.0,2275.0
03/05/2024,1500.0,Other,2275.0,2275.0,2275.0
04/05/2024,300.0,Other,2275.0,2275.0,2275.0
06/05/2024,600.0,Other,2275.0,2275.0,2275.0
07/05/2024,400.0,Other,2275.0,2275.0,2275.0
08/05/2024,340.0,Other,2275.0,2275.0,2275.0
Market Name : Malout APMC
01/05/2024,14346.0,Other,2275.0,2275.0,2275.0
02/05/2024,16379.0,Other,2275.0,2275.0,2275.0
03/05/2024,10059.0,Other,2275.0,2275.0,2275.0
04/05/2024,12368.0,Other,2275.0,2275.0,2275.0
06/05/2024,9129.0,Other,2275.0,2275.0,2275.0
07/05/2024,8652.0,Other,2275.0,2275.0,2275.0
08/05/2024,5370.0,Other,2275.0,2275.0,2275.0
Market Name : Mansa (Khiala kalan) APMC
03/05/2024,20.0,147 Average,2275.0,2275.0,2275.0
04/05/2024,110.0,147 Average,2275.0,2275.0,2275.0
07/05/2024,30.0,147 Average,2275.0,2275.0,2275.0
08/05/2024,100.0,147 Average,2275.0,2275.0,2275.0
10/05/2024,50.0,147 Average,2275.0,2275.0,2275.0
11/05/2024,100.0,147 Average,2275.0,2275.0,2275.0
14/05/2024,100.0,147 Average,2275.0,2275.0,2275.0
15/05/2024,150.0,147 Average,2275.0,2275.0,2275.0
Market Name : Mansa APMC
02/05/2024,340.0,Other,2275.0,2275.0,2275.0
03/05/2024,370.0,Other,2275.0,2275.0,2275.0
04/05/2024,115.0,Other,2275.0,2275.0,2275.0
06/05/2024,194.0,Other,2275.0,2275.0,2275.0
07/05/2024,236.0,Other,2275.0,2280.0,2275.0
09/05/2024,161.0,Other,2275.0,2280.0,2275.0
10/05/2024,146.0,Other,2275.0,2275.0,2275.0
11/05/2024,146.0,Other,2275.0,2275.0,2275.0
12/05/2024,13.5,Other,2275.0,2280.0,2275.0
13/05/2024,93.0,Other,2275.0,2275.0,2275.0
14/05/2024,35.0,Other,2275.0,2275.0,2275.0
Market Name : Mansa(Ubha Buraj Dhilwan) APMC
01/05/2024,400.0,Other,2275.0,2275.0,2275.0
03/05/2024,500.0,Other,2275.0,2275.0,2275.0
04/05/2024,100.0,Other,2275.0,2275.0,2275.0
09/05/2024,250.0,Other,2275.0,2275.0,2275.0
12/05/2024,50.0,Other,2275.0,2275.0,2275.0
13/05/2024,100.0,Other,2275.0,2275.0,2275.0
16/05/2024,164.0,Other,2275.0,2275.0,2275.0
Market Name : Maur APMC
02/05/2024,6012.0,Other,2275.0,2275.0,2275.0
03/05/2024,2413.0,Other,2275.0,2275.0,2275.0
04/05/2024,2888.0,Other,2275.0,2275.0,2275.0
05/05/2024,1568.0,Other,2275.0,2275.0,2275.0
06/05/2024,1426.0,Other,2275.0,2275.0,2275.0
07/05/2024,807.0,Other,2275.0,2275.0,2275.0
08/05/2024,1375.0,Other,2275.0,2275.0,2275.0
09/05/2024,616.0,Other,2275.0,2275.0,2275.0
10/05/2024,721.0,Other,2275.0,2275.0,2275.0
11/05/2024,580.0,Other,2275.0,2275.0,2275.0
12/05/2024,231.0,Other,2275.0,2275.0,2275.0
14/05/2024,443.0,Other,2275.0,2275.0,2275.0
15/05/2024,82.0,Other,2275.0,2275.0,2275.0
16/05/2024,46.0,Other,2275.0,2275.0,2275.0
17/05/2024,12.0,Other,2275.0,2275.0,2275.0
18/05/2024,4.0,Other,2275.0,2275.0,2275.0
21/05/2024,37.0,Other,2275.0,2275.0,2275.0
Market Name : Mehal Kalan APMC
01/05/2024,4935.0,Other,2275.0,2275.0,2275.0
02/05/2024,2784.0,Other,2275.0,2275.0,2275.0
03/05/2024,2867.0,Other,2275.0,2275.0,2275.0
04/05/2024,1397.0,Other,2275.0,2275.0,2275.0
05/05/2024,997.0,Other,2275.0,2275.0,2275.0
06/05/2024,669.0,Other,2275.0,2275.0,2275.0
07/05/2024,981.0,Other,2275.0,2275.0,2275.0
08/05/2024,613.0,Other,2275.0,2275.0,2275.0
09/05/2024,203.0,Other,2275.0,2275.0,2275.0
10/05/2024,362.0,Other,2275.0,2275.0,2275.0
11/05/2024,191.0,Other,2275.0,2275.0,2275.0
12/05/2024,87.0,Other,2275.0,2275.0,2275.0
13/05/2024,49.0,Other,2275.0,2275.0,2275.0
14/05/2024,20.0,Other,2275.0,2275.0,2275.0
15/05/2024,55.0,Other,2275.0,2275.0,2275.0
16/05/2024,86.0,Other,2275.0,2275.0,2275.0
17/05/2024,11.0,Other,2275.0,2275.0,2275.0
Market Name : Mehal Kallan (ChananWal) APMC
01/05/2024,342.0,Other,2275.0,2275.0,2275.0
02/05/2024,8.0,Other,2275.0,2275.0,2275.0
03/05/2024,119.0,Other,2275.0,2275.0,2275.0
04/05/2024,111.0,Other,2275.0,2275.0,2275.0
06/05/2024,241.0,Other,2275.0,2275.0,2275.0
08/05/2024,29.0,Other,2275.0,2275.0,2275.0
09/05/2024,112.0,Other,2275.0,2275.0,2275.0
11/05/2024,37.0,Other,2275.0,2275.0,2275.0
13/05/2024,49.0,Other,2275.0,2275.0,2275.0
15/05/2024,48.0,Other,2275.0,2275.0,2275.0
Market Name : Mehta APMC
02/05/2024,2650.0,Other,2275.0,2275.0,2275.0
03/05/2024,2516.0,Other,2275.0,2275.0,2275.0
07/05/2024,701.0,Other,2275.0,2275.0,2275.0
09/05/2024,115.0,Other,2275.0,2275.0,2275.0
10/05/2024,81.0,Other,2275.0,2275.0,2275.0
14/05/2024,36.0,Other,2275.0,2275.0,2275.0
16/05/2024,270.0,Other,2275.0,2275.0,2275.0
21/05/2024,42.0,Other,2275.0,2275.0,2275.0
23/05/2024,82.0,Other,2275.0,2275.0,2275.0
24/05/2024,54.0,Other,2275.0,2275.0,2275.0
28/05/2024,4.0,Other,2275.0,2275.0,2275.0
29/05/2024,22.0,Other,2275.0,2275.0,2275.0
Market Name : Mullanpur Dakha (Sawadi) APMC
02/05/2024,571.0,Other,2275.0,2275.0,2275.0
Market Name : Nakodar APMC
01/05/2024,2741.5,Other,2275.0,2275.0,2275.0
02/05/2024,1684.1,Other,2275.0,2275.0,2275.0
03/05/2024,1319.6,Other,2275.0,2275.0,2275.0
04/05/2024,806.9,Other,2275.0,2275.0,2275.0
05/05/2024,463.3,Other,2275.0,2275.0,2275.0
06/05/2024,4157.0,Other,2275.0,2275.0,2275.0
07/05/2024,161.7,Other,2275.0,2275.0,2275.0
08/05/2024,118.7,Other,2275.0,2275.0,2275.0
09/05/2024,235.1,Other,2275.0,2275.0,2275.0
10/05/2024,92.7,Other,2275.0,2275.0,2275.0
11/05/2024,145.5,Other,2275.0,2275.0,2275.0
12/05/2024,26.2,Other,2275.0,2275.0,2275.0
13/05/2024,98.1,Other,2275.0,2275.0,2275.0
15/05/2024,38.2,Other,2275.0,2275.0,2275.0
17/05/2024,66.1,Other,2275.0,2275.0,2275.0
18/05/2024,62.4,Other,2275.0,2275.0,2275.0
Market Name : Nakodar(Sarih) APMC
01/05/2024,1114.2,Other,2275.0,2275.0,2275.0
02/05/2024,714.0,Other,2275.0,2275.0,2275.0
